-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8350000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8360000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8370000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8380000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8390000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8400000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8410000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8420000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8430000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8440000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8450000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8460000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8470000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8480000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8490000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8500000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8510000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8520000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8530000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8540000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8550000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8560000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8570000000e+03	1.2300000000e+02
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.8580000000e+03	1.2300000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9030000000e+03	4.4000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9080000000e+03	5.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9090000000e+03	5.2000000000e+01
-1.8000000000e+01	1.0000000000e+00	3.1400000000e+02	3.5260000000e+03	2.5500000000e+02
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9100000000e+03	5.4000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9110000000e+03	5.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9130000000e+03	5.4000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9140000000e+03	5.4000000000e+01
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9160000000e+03	5.2000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9170000000e+03	5.4000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9180000000e+03	5.4000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9210000000e+03	5.4000000000e+01
-3.6000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9220000000e+03	5.4000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9230000000e+03	5.4000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9240000000e+03	5.4000000000e+01
-3.4000000000e+01	5.4000000000e+01	4.4000000000e+01	3.9260000000e+03	5.4000000000e+01
