-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5060000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5070000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5080000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5100000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5110000000e+03	4.4000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5120000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5130000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5140000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5150000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5160000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5170000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5190000000e+03	4.4000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5220000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5230000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5250000000e+03	4.4000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5270000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5280000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5290000000e+03	4.4000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5300000000e+03	4.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5340000000e+03	4.4000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5360000000e+03	4.4000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5930000000e+03	5.9000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5940000000e+03	5.9000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5950000000e+03	5.9000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5960000000e+03	5.9000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.5980000000e+03	5.9000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.6000000000e+03	5.9000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.6010000000e+03	5.9000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.6020000000e+03	5.9000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.6040000000e+03	5.9000000000e+01
-3.0000000000e+01	5.4000000000e+01	4.4000000000e+01	2.6050000000e+03	5.9000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.6080000000e+03	5.9000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.6160000000e+03	5.4000000000e+01
-3.2000000000e+01	5.4000000000e+01	4.4000000000e+01	2.6170000000e+03	5.2000000000e+01
